"Großdeutsches Reich","","Großdeutsches Volksreich Großdeutschland (ugs.)"
"Deutsch-Belgien","","Ostbelgien Deutschbelgien Neubelgien (veraltet)"
"deutsches Sprachgebiet","","deutscher Sprachraum"
"Einheitsstaat","","Zentralstaat"
"zentraler Ort","","Hauptort"
"Brandungsrueckstrom","","Trecker Rippstroemung"
"Mikrofonanordnung","","Mikrofonsystem"
"Aequivalenzstereofonie","","gemischte Stereofonie"
"Mikrofonie","","Mikrophonie (veraltet)"
"Hochland von Tschukotka","","Tschukotkagebirge Tschuktschengebirge Anadyrgebirge"
"standardisiertes Privatkundengeschaeft","","Retailgeschaeft"
"Beringinsel","","Awatscha-Insel (veraltet)"
"Kommandeurinseln","","Komandorski-Inseln"
"Zweite Kamtschatkaexpedition","","Große Nordische Expedition"
"Holledau","","Hollerdau Hallertau"
"Autobahnkreuz","","Autobahnknoten (oesterr.) Kreuz Knoten (oesterr.)"
"Hauptgott","","oberster Gott"
"Hamburger Buergermilitaer","","Hanseatische Buergergarde"
"Methanol","","Holzalkohol Methylalkohol"
"Ampelfrau","","Ampelweibchen Ampelmaedchen"
"Ampelmann","","Ampelmaennchen"
"Gasteiner Vertrag","","Gasteiner Konvention Bad Gasteiner Beschluesse Vertrag von Gastein"
"Oder-Donau-Kanal","","Donau-Oder-Kanal"
"Fußschelle","","Fußfessel Fußeisen"
"Schiffboden","","Dielenboden Dielenfußboden Riemenboden"
"Bohle","","Pfosten"
"Stahlstich","","Siderographie"
"Vizerektor (oesterr.)","","Prorektor"
"Dachhelm","","Helm Helmdach Turmhelm"
"bigrafisch","","bigraphisch"
"vordringlich","","vorrangig vorgesetzt hochwohlgeboren (veraltet) hoehergestellt hochrangig uebergeordnet vorgeordnet"
"hochgestochen","","großtoenend hochtoenend hochtrabend"
"Biograf","","Biograph"
"zum Teil finanzieren","","teilfinanzieren"
"saft- und kraftlos","","etwas eingetrocknet etwas vertrocknet welk verwelkt schlaff saftlos nicht straff"
"verblueht","","abgeblueht"
"nicht mehr lebendig","","ohne Leben nekrotisch (fachspr.) tot lebt nicht mehr abgestorben"
"Shoppingcenter","","Einkaufsmarkt"
"wenn mich nicht alles taeuscht, ...","","ich glaube, ..."
"in blinder Wut","","tobsuechtig stocksauer (ugs.) mordssauer (ugs.) außer sich (vor Wut) wutentbrannt wutschnaubend kurz vorm Explodieren (sein) (ugs.) fuchsteufelswild stinkwuetend (ugs.) auf hundertachtzig (ugs.) wie eine Furie rasend stinksauer (ugs.) bitterboese vor Wut schaeumen(d) in maßloser Wut auf 180 (ugs.) blindwuetig"
"Hauptspeise","","Hauptgang Hauptgericht"
"Glueckwuenschender","","Beglueckwuenscher Gratulant"
"Serienmoerder","","Serienkiller"
"strategische Eisenbahn","","strategische Bahn"
"Pontier","","Pontusgrieche Pontosgrieche"
"After Sales","","After-Sales"
"Argonnen","","Argonner Wald"
"Buddelfete (niedersaechsisch)","","Buttelparty (norddeutsch) Buddelparty (niedersaechsisch) Mitbringparty"
"Zapfengeld (schweiz.)","","Korkengeld Stoppelgeld (oesterr.)"
"Koopkurrenz","","Kooperationswettbewerb Coopetition"
"Militaerordinariat","","Militaerdioezese"
"Hex-Editor","","Hexeditor"
"Astrograph","","Astrograf"
"Thorner Honigkuchen","","Thorner Lebkuchen"
"bewegter Buergersteig (ugs.)","","Fahrsteig Laufband (ugs.) rollender Buergersteig (ugs.) Rollsteig (ugs.)"
"wie besehen","","wie etwas geht und steht nach Besicht (fachspr., juristisch, kaufmaennisch) auf Besicht (fachspr., juristisch, kaufmaennisch) wie gesehen nach Besichtigung wie besichtigt"
"Personalangelegenheit","","Personalie (Entscheidung ueber eine) Stellenbesetzung Personalentscheidung"
"Buehnenkuenstler","","Theaterschauspieler"
"Rollentypus","","Fach (Theat.) Typecasting (Film) (fachspr., Jargon, engl.) Rollentyp Rollenfach (Theat.)"
"davor","","zuvor vorher frueher vor diesem Zeitpunkt vorher vordem eher"
"bevor","","ehe"
"schon","","(schon) lange bereits laengst"
"nicht sein lassen koennen","","(sich) nicht losreißen koennen (von) (etwas) (immer wieder) tun muessen (einer Sache) verfallen hoerig werden abhaengig werden (von)"
"Galgenhumor","","schwarzer Humor"
"beseelt (von)","","durchdrungen (von) erfuellt (von)"
"den richtigen Dreh rauskriegen (ugs.)","","draufkommen (ugs.) herausbekommen (die) Loesung finden (Hauptform) auf den (richtigen) Trichter kommen (ugs.) darauf kommen (ugs.) herausfinden rauskriegen (ugs.) auf den Dreh kommen (ugs.) auf etwas kommen (ugs.)"
"ans Licht kommen (fig.)","","ans Tageslicht kommen (fig.) auffliegen offenbar werden zutage treten herauskommen aufgedeckt werden (klar) zu Tage treten (sich) herausstellen"
"realitaetsfremd","","illusionaer wirklichkeitsfremd lebensfremd illusorisch irreal Wunschdenken (ein) frommer Wunsch (ironisierend) utopisch unrealistisch"
"gewiss nicht","","bestimmt nicht beileibe nicht weiß Gott nicht (ugs.) sicherlich nicht alles andere als wahrhaftig nicht nicht wirklich (ugs.) wahrlich nicht durchaus nicht mitnichten (geh.) wirklich nicht (Hauptform) in der Tat nicht sicher nicht"
"Kichererbse","","Venuskicher Echte Kicher Roemische Kicher Felderbse"
"wahrlich kein","","wirklich kein fuerwahr kein in der Tat kein sicher kein bestimmt kein tatsaechlich kein beileibe kein weiß Gott kein (ugs.) alles andere als ein gewiss kein wahrhaftig kein nicht wirklich ein"
"werden (zu)","","(sich) gestalten (zu) (sich) entwickeln (zu)"
"umgangssprachlicher Ausdruck","","Kolloquialismus (fachspr.)"
"Fernsehspiel","","Fernsehfilm Fernsehproduktion (Film)"
"Roedeln","","Stahlflechten"
"zugeknoepft (ugs.)","","kurz angebunden redescheu wortarm nicht viele Worte machen einsilbig (sich) kurz fassen wenig auskunftsfreudig zurueckhaltend (reagieren) maulfaul (ugs.) nicht gespraechig kurz ab (ugs.) schmallippig (reagieren) (fig.) wortkarg"
"herumschwafeln (ugs.)","","nicht auf den Punkt kommen sich (selbst) gerne reden hoeren lange um den heißen Brei herumreden (ugs.) salbadern (ugs.) herumsalbadern (ugs.) wortreich viele Worte machen"
"ausgeflogen (spoettelnd)","","weg (ugs.) unterwegs (ugs., Hauptform) nicht daheim nicht da (ugs.) abwesend außer Haus nicht zu Hause aushaeusig"
"nicht erreichbar","","nicht an seinem Arbeitsplatz nicht an seinem Platz nicht zur Arbeit erschienen"
"was essen (ugs.)","","essen gegangen in der Mittagspause zu Tisch"
"unbekannt verzogen","","wohnt nicht mehr hier (ugs.)"
"wird vermisst (Person)","","verschollen (Person)"
"(jemandes) Aufenthaltsort ist unbekannt","","mit unbekanntem Ziel abgereist"
"zum Trotz(e)","","ungeachtet trotz unbeschadet (Amtsdeutsch) entgegen unbenommen"
"man muss auch sehen (dass) (ugs., floskelhaft)","","andererseits man sollte nicht uebersehen (dass) andersrum (gesehen) zum andern auf der anderen Seite zum anderen"
"nicht ... und auch nicht","","weder ... noch kein ... und auch kein"
"an den Weihnachtsmann glauben","","an Wunder glauben"
"Radikaler","","Extremist Fundamentalist"
"Anarchist","","Anarcho (ugs.)"
"Teamplayer","","Teamworker"
"Nestfluechter","","Ausreißer"
"Idealist","","Fantast Utopist Schwaermer Traeumer Romantiker"
"Revolverheld (Hauptform)","","Pistolero"
"kurzer Blick auf","","kurze Darstellung Streiflicht"
"Lichtkegel","","Scheinwerferkegel"
"Streiflicht","","schraeg einfallendes Licht"
"scharf konturiert","","konturenscharf"
"kontrastreich","","mit starken Kontrasten"
"à (kaufmaennisch)","","zu je um (oesterr.) fuer je fuer jeweils zu zu jeweils"
"nach dem Muster","","nach Art von auf die (...) Tour (ugs.) à la (franz.) in der Art von auf ... Art nach dem Prinzip ...maeßig (frei) nach dem Motto (...) im Stil von in (...) Weise im ...-Stil"
"vorrangig behandelt werden","","prioritaer (sein) (geh.) vorrangig sein Vorrang haben wichtiger sein vordringlich sein ganz oben auf der Agenda stehen Prioritaet haben vorgehen ganz oben auf der Tagesordnung stehen zuerst kommen an erster Stelle stehen"
"vorrangig behandeln","","ganz oben auf die Tagesordnung setzen ganz oben auf die Agenda setzen (hohe / hoechste) Prioritaet einraeumen"
"Obolus","","unbedeutende Summe Peanuts"
"Zwangsbeitrag","","Steuer Tribut Zwangsabgabe"
"Abgeltungsteuer","","Abgeltungssteuer"
"Dickmacher","","Hueftgold (ugs.) Kalorienbombe"
"Nestwaerme","","Geborgensein Umhegtsein"
"Lovestory","","Liebesroman"
"Folterbett","","Streckbett"
"gespielte Harmonie","","Friede, Freude, Eierkuchen (ugs.) (auf) gut Wetter machen Eiapopeia (ugs.) Heiteitei (ugs.) Schalmeienklaenge (fig.)"
"Konfliktscheu","","Harmoniesucht (ungesunde) Konfliktvermeidung"
"Lawine","","Schneerutsch Schneelawine"
"jetzt ... doch","","nun ... doch aber ... doch so ... doch (geh.)"
"(unverstellter) Blick auf","","Sichtachse Perspektive"
"Multi-Kulti (ugs.)","","Multikulti (ugs.) Multikulturalismus"
"Altpapier","","Papierabfaelle Papierabfall Makulatur"
"Deakzession (fachspr.)","","Bestandsbereinigung (fachspr.) Abgang (aus dem Bestand)"
"Neuzugang","","Akzession (fachspr.) Zugang Erwerbung"
"modernes Antiquariat","","Restebuchhandel"
"Gebrauchtbuchhandel","","Antiquariat"
"Ruecklaeufer","","Remittendenexemplar Remittende (fachspr.)"
"Vernichtung","","Makulation (fachspr.) Einstampfung Makulierung (fachspr.)"
"Ruecksendung","","Remission (fachspr.) Retoure (fachspr.)"
"Kapselhotel","","Sarghotel (ugs.) Wabenhotel Schließfachhotel"
"Vollpension","","VP"
"Lieferungsverzug","","Nicht-Rechtzeitig-Lieferung (fachspr.)"
"Mitmachweb (ugs.)","","Mitmachnetz (ugs.) Web 2.0 Social Media (Plural, engl.) Social Web soziale Medien (Plural)"
"(jemandem) gerade recht kommen","","(jemandem) gut in den Kram passen"
"startbereit","","zum Start bereit bereit zum Start startklar"
"abaendern","","neu definieren ueberarbeiten neu fassen aendern revidieren neu bestimmen korrigieren ueberholen auf den Pruefstand stellen"
"Bier-Bike","","Bierbike"
"kurzer, treffender Ausdruck","","Lakonie"
"im gesegneten Alter von","","steinalt sehr alt (Hauptform) hoch an Jahren vergreist greis (geh.) hochbetagt (geh.) alt wie Methusalem scheintot (derb, abwertend) uralt im hohen Alter von greisenhaft im Greisenalter (ein) gesegnetes Alter (haben) in hohem Alter im biblischen Alter von (ein) biblisches Alter (haben)"
"Bummelstudent (ugs.)","","ewiger Student"
"Wilfried Dietrich","","Kran von Schifferstadt (ugs.)"
"Nichtfiktionales","","Faktuales Non-Fiction Nichtfiktion"
"Fantasiestaat","","Scheinstaat Mikronation"
"katzenhaft","","katzenartig"
"Teilnehmervermittlungsstelle","","Waehlamt Ortsvermittlungsstelle Amt Fernsprechvermittlungsstelle Endvermittlungsstelle"
"praesidentielles Regierungssystem","","Praesidialsystem Praesidialregime"
"Nettogewicht","","Feingewicht (Legierung)"
"Rauhgewicht (veraltet)","","Bruttogewicht Schrot Raugewicht"
"Kaper","","Kaperschiff"
"ab ins Bett (ugs.)","","husch husch, die Waldfee (ugs., Spruch, veraltend) husch husch, ins Koerbchen (ugs.)"
"(die) Autobahn nehmen","","(ueber die) Autobahn fahren (ugs.)"
"ueber die Doerfer fahren (ugs.)","","Schleichwege fahren"
"Landreform","","Bodenreform"
"Teilzeiteigentum","","Timesharing Ferienwohnrecht Teilzeitwohnrecht Wohnnutzungsrecht Teilnutzungsrecht"
"Grandhotel","","Luxushotel (ugs.) Grand Hotel"
"Panegyrikus","","Panegyrikos Panegyricus"
"halt die Ohren steif! (ugs.)","","bleib sauber! (ugs.) gehab dich wohl! (scherzhaft, veraltet) lass dich nicht haengen! machs gut, aber nicht so oft! (ugs., Spruch, scherzhaft) mach's gut! pass (gut) auf dich auf! halt dich senkrecht! (ugs.) komm nicht unter die Raeder! (ugs.) lass dich nicht unterkriegen! mach's ganz gut! (im Tonfall der 'neuen Empfindsamkeit') mach's mal gut! pass auf, dass du nicht unter die Raeder kommst! (ugs.) hau rein! (ugs.)"
"bis neulich! (humoristisch) (ugs.)","","bis denne! (ugs.) bis dann mal! (ugs.) auf bald! (geh.) bis denn! (ugs.) see you! (ugs., engl.) bis dann! (ugs.) bis demnaechst in diesem Theater! (humoristisch zitierte Werbefloskel) bis die Tage! (ugs., ruhrdt.) bis naechste Tage! (ugs., ruhrdt.)"
"wir telefonieren!","","see you! (ugs., engl.) man sieht sich! (ugs.) wir sehen uns!"
"Dritte Ypernschlacht","","Dritte Flandernschlacht"
"Siegfriedlinie","","Siegfriedstellung"
"Einstellung der Kampfhandlungen","","Feuerpause (die) Waffen schweigen Waffenruhe"
"Alt-Achtundsechziger","","68er Alt-68er Altachtundsechziger"
"68er-Bewegung","","(68er) Studentenbewegung (68er) Studentenunruhen (68er) Protestbewegung"
"Erlangung der Staatsbuergerschaft","","Nationalisierung (geh.) Erwerb der Staatsbuergerschaft Verleihung der Staatsbuergerschaft Naturalisation (geh.) Nostrifikation (fachspr.) Einbuergerung"
"Mairuebe Petrowski","","Teltower Ruebchen Maerkische Ruebe Speiseruebe"
"Wasserruebe","","Raeben Stoppelruebe Krautruebe Weiße Ruebe Ackerruebe Herbstruebe"
"Ruebsen","","Ruebsamen Ruebsaat"
"Cruciferae (fachspr., Plural, botanisch)","","Kreuzbluetler Brassicaceae (fachspr., Plural, botanisch) Kreuzbluetengewaechs"
"Proviant-Magazin","","Koernermagazin"
"Terminalballistik","","Zielballistik Endballistik"
"Tenniswurfmaschine","","Tennisball-Wurfmaschine Ballwurfmaschine Ballmaschine"
"Patellarreflex","","Patellarsehnenreflex Kniephaenomen Kniesehnenreflex Quadrizepsreflex Quadricepsdehnungsreflex"
"Extensor-digitorum-Reflex","","Fingerstreckreflex Braunecker-Effenberg-Reflex"
"Fingerflexorenreflex","","Troemner-Reflex Mayerscher Grundgelenkreflex Kino-Reflex Fingerbeugereflex Knips-Reflex Hoffmann-Reflex"
"Masseterreflex","","Masseter-Temporalisreflex Unterkieferreflex"
"Unterkiefer","","Kinnlade"
"Pronationsreflex","","Pronatorenreflex"
"Radiusperiostreflex","","Brachioradialisreflex"
"Trizepssehnenreflex","","Taschenmesserreflex"
"Rossolimo-Reflex","","Zehenbeugereflex"
"Fremdreflex","","polysynaptischer Reflex"
"Ehrdelikt (fachspr., juristisch)","","Ehrverletzungsdelikt (fachspr., juristisch) Ehrverletzung"
"Europaeisches Ziesel","","Schlichtziesel"
"Vernunftgruenden zugaenglich (geh.)","","raesonabel (geh., franz.) raisonnabel (geh., franz.) Einsicht zeigend verstaendig zugaenglich vernuenftig einsichtig"
"keinen Zutritt gewaehren","","aussperren nicht hereinlassen ausschließen am Zutritt hindern"
"in Verlegenheit","","betreten peinlich beruehrt genierlich verschaemt verlegen (Hauptform) gschamig (sueddt.)"
"Geschichten machen (ugs.)","","(sich) haben zimperlich sein (sich) zieren rumzicken (ugs.) (sich) anstellen"
"mitziehen (ugs.)","","(sich etwas) (gerne) gefallen lassen (sich) einlassen auf mitspielen (ugs.) kooperieren mitgehen mitmachen (passiv) (ugs., Hauptform) mittun"
"Opa (ugs.)","","Opi (ugs.) Großpapa (ugs.) Großvater"
"(einer Sache den) letzten Schliff geben","","(etwas bekommt den) Feinschliff (fig.) letzte Hand anlegen bei"
"randstaendig","","marginalisiert im (gesellschaftlichen) Abseits abgehaengt"
"Fraeulein vom Amt","","Telefonistin"
"Floorball","","Unihockey"
"heißer Herbst (ugs.)","","Streikwelle im Herbst"
"verschlagworten","","Hashtag anlegen (fachspr.)"
"Geringverdiener","","geringfuegig Beschaeftigter Minijobber geringfuegig entlohnter Beschaeftigter auf 450-Euro-Basis Beschaeftigter"
"gelblich-weiß","","eierschalenweiß weißlich altweiß cremeweiß"
"kompromittierende Emission","","kompromittierende Abstrahlung bloßstellende Abstrahlung"
"spontane Emission","","quantenhafte Emission (veraltet)"
"stimulierte Emission","","induzierte Emission"
"letztes Aufflackern (fig.)","","letztes Aufbaeumen letzte Zuckungen (der) Anfang vom Ende"
"Endphase","","Schlussphase Anfang vom Ende"
"Pruefungsausschuss","","Pruefungskommission"
"in welchem Fall","","bei was wann"
"Vortex-Ring-Stadium","","Wirbelringstadium"
"keine Chance haben","","(einen) aussichtslosen Kampf kaempfen auf verlorenem Posten kaempfen nicht zu gewinnen sein (Kampf) gegen Windmuehlen kaempfen (fig.) (ein) totes Pferd reiten (ugs., fig.)"
"eitel","","narzisstisch kokett gefallsuechtig"
"affektiert (geh.)","","gekuenstelt pretioes (geh.) affig prezioes (geh.) mit abgespreiztem kleinen Finger (fig.) geziert"
"(einen) Bock schießen (ugs.)","","(einen) Fehler machen (unabsichtlich) unterlaufen (Fehler o.ae.) (jemandem) passieren"
"Stalagnat","","Sintersaeule"
"Spelaeothem","","Hoehlenmineral"
"Affenjacke","","Affenjaeckchen (zu) kurze Jacke"
"nichts als Unsinn im Kopf haben","","Flapsigkeit nichts als Flausen im Kopf haben (ugs.) Mangel an Ernsthaftigkeit Unernst Hanswurstigkeit (ugs.)"
"warum nicht!? (ugs.)","","warum auch nicht wenn's denn hilft ... (ugs.) soll er doch! (ugs.)"
"Blockgeraet","","blockorientiertes Geraet Blockspeichergeraet"
"Kernfusionsreaktor","","Fusionsreaktor"
"Oszillation","","Schwingung"
"am Tag darauf","","einen Tag spaeter tags darauf am naechsten Tag am darauffolgenden Tag den andern Tag (regional)"
"Computerspielsucht (ugs.)","","Computerspielabhaengigkeit Videospielsucht (ugs.)"
"Schweigepflicht","","Verschwiegenheitspflicht"
"Code","","Kode"
"Mauswiesel","","Kleinwiesel Hermaennchen Zwergwiesel"
"ganz vorne (mit) dabei (ugs.)","","unter den ersten eine(r) der ersten (sein) fuehrend (sein) mit die ersten (ugs.) Maßstaebe setzen"
"Quartier (schweiz.)","","Stadtviertel Stadtquartier Viertel Stadtgeviert Quartal Wohnviertel"
"feuchtes Klima","","humides Klima"
"Fahrradkurier","","Velokurier (schweiz.)"
"Tages- und Termingeldhandel","","Geldhandel"
"Sozialgeheimnis","","Sozialdatenschutz"
"militaerisches Geheimnis","","Militaergeheimnis"
"(auf etwas) programmiert (ugs.)","","(auf etwas) gepolt (auf etwas) ausgerichtet (auf etwas) getrimmt (ugs.) (auf etwas) eingestellt"
"ungeruehrt","","emotionslos regungslos starr erstarrt versteinert maskenhaft reglos roboterhaft unbewegt ausdruckslos (Gesicht)"
"Zweirichtungsstraße","","Gegenverkehrsstraße"
"Ueberholvorgang","","Ueberholung Ueberholen"
"Altorthodoxer","","Altglaeubiger"
"West-Turkestan","","Russisch-Turkestan Sowjetisch-Mittelasien"
"Dekabrist","","Dezembrist"
"Ost-Turkestan","","Chinesisch-Turkestan"
"Schwanzlosigkeit","","Anurie (fachspr.)"
"sehr aehneln","","(jemandem) sehr aehnlich sehen (sich) aehneln wie ein Ei dem anderen sehr aehnlich sein kaum zu unterscheiden sein (jemandem) taeuschend aehnlich sehen (praktisch jemandes) Doppelgaenger (sein) (sich) sehr (stark) aehneln (sich) aehneln wie eineiige Zwillinge (sich) gleichen wie ein Ei dem anderen (jemandem) wie aus dem Gesicht geschnitten sein (sich) taeuschend aehnlich sehen (sich) zum Verwechseln aehneln (sich) zum Verwechseln aehnlich sehen"
"Praeventivschlag","","Vorwaertsverteidigung (euphemistisch) Vorwaerts-Verteidigung (euphemistisch)"
"Abbild","","Klon (ugs.) Doppelgaenger (jemandes) Abziehbild (ugs.) Ebenbild"
"Ersatzdarsteller","","Double"
"Avatar","","Zweitidentitaet virtuelle Identitaet Ersatzidentitaet Kunstfigur"
"Devianz","","abweichendes Verhalten"
"nicht auszuhalten","","jenseits der Schmerzgrenze unertraeglich kaum zu ertragen kaum auszuhalten an der Schmerzgrenze nicht zu ertragen"
"billiges Imitat","","...-Verschnitt (ugs.) (...) fuer Arme (ugs.) Moechtegern... ...verschnitt (ugs.) nachgemacht"
"kaupeln (ugs.)","","handeln tauschen"
"Haushaltsvorstand","","Haushaltungsvorstand Versorger Ernaehrer"
"Stauregen","","Steigungsregen"
"unterkuehlter Regen","","Eisregen (ugs.)"
"Betriebspunkt","","Arbeitspunkt Betriebszustand"
"Kennlinienfeld","","Kennfeld"
"Mikrosystemtechnologie","","Mikrosystemtechnik"
"Stabilitaetskriterium von Nyquist","","Strecker-Nyquist-Kriterium"
"verteilungsfreie Statistik","","nichtparametrische Statistik parameterfreie Statistik"
"Zufallsvariable","","Zufallsgroeße stochastische Variable stochastische Groeße"
"Energiesparlampe (ugs., Hauptform)","","Kompaktleuchtstofflampe"
"foederiertes Informationssystem","","foederiertes Datenbanksystem"
"Informations- und Kommunikationssystem","","Informationssystem"
"Waffenpass (oesterr.)","","Waffentragbewilligung (schweiz.) Waffenschein"
"Vorarlberger Bahn","","Vorarlbergbahn"
"in voller Ruestung","","in vollem Ornat in voller Montur"
"livriert","","uniformiert in Uniform"
"piekfein","","aufgedonnert (ugs.) geschniegelt und gebuegelt (ugs.) geschniegelt (ugs.) herausgeputzt (schwer) in Schale (ugs.) aufgetakelt (ugs.) in Kluft (ugs.) aufgebrezelt (ugs.) wie ein Zirkuspferd (ugs.) durchgestylt geschniegelt und gestriegelt (ugs.) wie ein Pfingstochse (ugs.) (perfekt) gestylt"
"wie eine Nutte (derb)","","nuttig (derb) billig ordinaer"
"(uebertrieben) stark geschminkt","","in voller Kriegsbemalung (ugs.) grell geschminkt"
"Ausfuehrungsumgebung","","Ablaufumgebung Laufzeitumgebung"
"feierliche Handlung","","feierlicher Akt Zeremonie"
"lexikalischer Scanner","","Lexer Tokenizer"
"Zeremonienmeister","","Zeremoniar"
"Veranstaltungsfachmann (IHK-Zertifikat, i.d. Schweiz Lehrausbildung mit EFZ)","","Eventmanager Veranstaltungskaufmann"
"Wedding-Planner","","Hochzeitsplaner"
"Panoptikum","","Wachsfigurenkabinett"
"Kuriositaetenkabinett","","Raritaetenkabinett Wunderkammer (historisch) Panoptikum"
"Megacity","","Megastadt"
"programmatisch","","richtungsweisend ein Ziel vorgebend"
"torpedieren","","mit einem Torpedo beschießen"
"Entziehungsanstalt","","Trinkerheilanstalt (historisch) Entziehungsklinik Fachklinik fuer Suchterkrankungen Nasenbleiche (ugs., scherzhaft) Entzugsklinik Suchtklinik"
"Eifersuechtelei","","missguenstiges Verhalten Konkurrenzkampf"
"Frontansicht","","Fassade Vorderseite Vorderansicht Schauseite Exterieur (fachspr.) Front"
"Ruhestoerer","","Gewaltbereiter Randalierer Unruhestifter Krawallmacher Schreihals Radaubruder Krawallant (schweiz.)"
"(sich) stuerzen auf","","gefundenes Fressen (fig.) hochwillkommen willkommene Gelegenheit (zu) Steilvorlage (fig.) nur auf etwas gewartet haben (nur) allzu bereitwillig (uebernehmen o.ae.) (variabel) kommen wie gerufen (sich) wie die Geier stuerzen auf (ugs.)"
"unkritisch","","ohne genaue Pruefung ohne kritische Kontrolle ohne die erforderliche Sorgfalt"
"kundenindividuelle Massenproduktion","","individualisierte Massenfertigung"
"Zwischenerfolg","","Teilerfolg Etappensieg (auch figurativ) erfolgreiches Zwischenergebnis"
"optische Verbesserung","","Facelifting (ugs., engl., fig.) Relaunch (engl.) Modellpflege (Autoproduktion) (fachspr.) Runderneuerung Facelift (Autoherstellung) (fachspr.) Verjuengungskur (fig.) Mopf (Autoherstellung) (fachspr.)"
"Erfolgsgeschichte","","Erfolgsstory (ein) erfolgreicher Verlauf"
"Budaer Berge","","Ofner Bergland (veraltet)"
"positive Entwicklung","","(ein) Mehr Steigerung Aufstieg Verbesserung (ein) Plus Aufwaertsentwicklung Anstieg"
"Boehmischer Steig","","Boehmweg"
"hydraulisches Aufbrechen","","hydraulische Stimulation Fracking (Kurzform, engl.) hydraulische Frakturierung hydraulische Risserzeugung"
"Richten","","Filmmontage"
"Matrix","","Matrixautomat"
"Kaschierung","","Kasch"
"Leinwand","","Projektionswand Bildwand"
"Umspultisch","","Umrolltisch"
"Patenttroll (ugs.)","","Patentverwerter"
"Familienoberhaupt","","Familienvorstand"
"Golf von Thailand","","Golf von Siam (veraltet)"
"Nutzwald (ugs.)","","Wirtschaftswald (ugs.)"
"Monokultur","","Reinbestand"
"Urwald (ugs.)","","Primaerwald (fachspr.)"
"Bannwald (regional)","","Waldreservat Naturwaldreservat"
"Waldstueck (ugs.)","","Bestand (fachspr.) Baumbestand"
"Selbststaendiger","","Freiberufler"
"Ausstand","","Abschiedsfeier"
"irrsinnig komisch","","saukomisch (ugs.) zum Schreien komisch (ugs.)"
"Staatsraeson","","Staatsraison"
"Arkanpolitik","","Geheimpolitik"
"Gemeinschaftsentzug","","Meidung"
"hadern mit","","unzufrieden sein mit (sich) nicht abgefunden haben (mit) (sich) nicht abfinden (koennen) mit"
"vergraemt","","mit sich im Hader frustriert voller Bitternis (geh.) bitterlich enttaeuscht voller Frustrationen (sich) vom Leben betrogen fuehlen vom Leben enttaeuscht voller Bitterkeit ewig zu kurz gekommen verbittert (sich) ewig zu kurz gekommen fuehlen"
"Niederbayern-Straubing","","Straubing-Holland Bayern-Straubing-Holland Bayern-Straubing Niederbayern-Straubing-Holland"
"Kinderparadies","","Kinderaufbewahrung"
"Zugewandtheit","","Anteilnahme Interesse Wertschaetzung Aufmerksamkeit Freundlichkeit"
"Betreuer","","Vormund gesetzlicher Vertreter Sorgeberechtigter"
"Pfarrbezirk","","Kirchspiel"
"Verkauf ab Werk","","Lagerverkauf Factory Outlet Outlet-Store Fabrikverkauf Werksverkauf"
"Jagd nach Sonderangeboten","","Schnaeppchenjagd"
"wie sieht's aus?","","alles klar bei euch? (ugs.) alles im Lack? (ugs., salopp) wie geht's? wie ist das werte Befinden? (geh.) alles klar bei dir? (ugs.) alles fit im Schritt? (ugs., salopp) wie laeuft's bei dir (so)? (ugs.) wie geht es Ihnen? wie geht's, wie steht's? was macht die Kunst? (ugs., Spruch, veraltend) alles gut (bei dir)? (ugs.) wie stehen die Aktien? (ugs., fig., veraltend)"
"gruene Wiese (auch figurativ)","","unbesiedelt nicht erschlossen unbebaut nicht besiedelt"
"zweite Wahl","","B-Ware"
"kosmetischer Makel","","kosmetischer Fehler kleine Macke unwesentliche Beeintraechtigung kosmetischer Mangel Schoenheitsfehler (geringer) Makel"
"Großreinemachen","","(das) große Aufraeumen Kehraus (veraltet)"
"letzter Tanz","","Kehraus letzte Nummer Rausschmeißer (fig.)"
"gruendliche Reinigung","","Grundreinigung Reinigung von Grund auf"
"entschieden einschreiten","","mit dem eisernen Besen auskehren (fig.) zu drastischen Maßnahmen greifen resolute Maßnahmen ergreifen hart durchgreifen energisch dazwischengehen"
"von selbst","","wie von einer unsichtbaren Kraft (getrieben o.ae.) ohne sichtbare Einwirkung von außen ohne Zutun von außen wie von Geisterhand bewegt auf mysterioese Weise wie ferngesteuert von allein wie von selbst (sich) selbstaendig machen (ugs., fig.)"
"Schulsystem","","Schulwesen"
"Rhenodanubischer Flysch","","Flyschzone"
"mit allen Schikanen (ugs.)","","mit allem Pipapo (ugs.) mit allem, was dazugehoert mit allem Zipp und Zapp (ugs.) mit (allem ... und) Furz und Feuerstein (ugs.) mit allem Drum und Dran (ugs.) mit allen Extras mit allem Schnick und Schnack (ugs.)"
"nacheinander","","nach der Reihe reihum (jeder) einzeln der Reihe nach einer nach dem anderen Punkt fuer Punkt abwechselnd"
"wohin man auch geht","","ueberallhin auf Schritt und Tritt"
"Population","","statistische Masse Grundgesamtheit Kollektiv"
"Merkmalstraeger","","statistische Einheit Erhebungseinheit Untersuchungseinheit"
"Stichprobenziehung","","Teilerhebung Stichprobenerhebung"
"Stichprobe","","Teilmenge einer Grundgesamtheit Teilmenge Sample (engl.)"
"Totalerhebung","","Vollerhebung"
"Assoziationsmaß","","Zusammenhangsmaß"
