"Klemme","","Klampe"
"Gabelung","","Wegscheid (veraltend, oesterr.) Verzweigung Veraestelung Scheideweg Dichotomie (fachspr., botanisch, griechisch) Bifurkation (geh., lat.) Abzweigung"
"Positionsaenderung","","Verschiebung Bewegung Translokation"
"Verwerfungen (fig.)","","Umschwung Umwaelzung Umbruch drastische Veraenderungen"
"vollziehen","","entsprechen erfuellen nachkommen vollbringen (einer Sache) Genuege tun (geh.)"
"Betriebsmittel","","Betriebskapital"
"durchschlingen","","knoten weben"
"Verduenner","","Verduennung Verduennungsmittel"
"in Form (ugs.)","","fit gut in Form (ugs.) wohlbehalten gesund (Hauptform) bei Kraeften auf dem Damm (ugs.) wohlauf gesund und munter (ugs., scherzhaft) bei guter Gesundheit"
"Schließmuskel","","Sphinkter (fachspr.)"
"Schwaeche","","Schmaechtigkeit Kraftlosigkeit Asthenie (fachspr.) Koerperschwaeche"
"Wirksamkeit","","Wirkungsgrad Leistungsfaehigkeit Effektivitaet"
"Opfer","","Beute"
"detektieren","","recherchieren requirieren Ermittlungen anstellen untersuchen erkunden ermitteln nachforschen"
"Prunk","","Verschwendung Verschleuderung (ugs.) Maßlosigkeit Prasserei Unmaeßigkeit Luxus Gepraenge Geaase Vergeudung"
"leer raeumen","","(den Tisch) abraeumen leerraeumen ausraeumen entruempeln"
"Inspizient (fachspr.)","","Inspektor Kontrolleur Kontrollor (oesterr.) Ueberpruefer Untersucher Pruefer"
"Entstehen","","Herkunft Zustandekommen Ursprung Anfang Werden"
"Kollokation","","Zusammenstellung Kompilation"
"mit jemandem ein Verhaeltnis haben","","zu jemandem eine Beziehung haben"
"kribbeln","","jucken"
"dieses","","jenes dies welches das dasjenige"
"Proptosis (fachspr.)","","vorgetriebener Augapfel"
"Eingabe","","Antrag Gesuch"
"Zahnung","","Dentition (fachspr.)"
"Sexualkunde","","Sexualerziehung"
"unbehandelt","","nicht behandelt"
"Ausrichter","","Moderator Organisator Veranstalter Regulierer Lenker"
"jemanden ausgewaehlt haben","","jemanden vorsehen"
"Verkehrsstation","","Bahnhof Bahnstationsanlage Station"
"Affront","","Kraenkung Insultation Ehrverletzung Schmaehung Beleidigung"
"Mysterium","","Buch mit sieben Siegeln (ugs., fig.) Phaenomen Wunder Chiffre (geh., franz.) Raetsel Geheimnis"
"Postenkette","","Absperrkette"
"Spaghetti (Plural)","","Spagetti (Plural)"
"knapp an Arbeitskraft","","unterbesetzt"
"Tauwerk","","Geißelung"
"Federkiel","","Zeichenfeder Tuschfeder Feder Ziehfeder Schreibfeder"
"Wettbewerber","","Marktbegleiter Konkurrent Mitbewerber"
"eigenwillig","","eigensinnig individuell"
"Ausbildung","","Anleitung Lektion Belehrung Unterricht Unterrichtung"
"Beschaemung","","Verlegenheit Erniedrigung"
"Extravaganz","","Popanz Ueberspanntheit Uebertreibung"
"Wiedergeburt","","Wiederverkoerperung Reinkarnation Palingenese Wiederfleischwerdung"
"Entschiedenheit","","Bestimmtheit"
"rueckfaellig","","zurueckfallend"
"Takelage","","Segelausstattung Takelung Takelwerk"
"Edelfrau (weibl.)","","Adliger (maennl.) Edelmann (maennl.) Adeliger (maennl.)"
"Entmannter","","Eunuch Eunuche Kastrat kastrierter Haremswaechter"
"Radspeiche","","Speiche"
"Autonomie","","Muendigkeit Selbstgesetzgebung (fachspr.) Eigenstaendigkeit Selbstbestimmung Selbststaendigkeit Selbstaendigkeit"
"einen Vertrag ignorieren","","vertragsbruechig sein"
"Smog","","Luftverschmutzung Luftverunreinigung Luftschadstoffe"
"(der) Meinung sein","","meinen der Ansicht sein (auf etwas) schwoeren (ugs.) fuer wahr halten ueberzeugt (sein) glauben dafuerhalten (geh.) der Ueberzeugung sein"
"Reich der Mitte (ugs.)","","China Volksrepublik China VR China"
"Autokratie","","Alleinherrschaft"
"unbeholfen","","patschert (oesterr.) ungewandt taeppisch tollpatschig ungeschickt trampelig linkisch ungelenk ungeuebt tapsig"
"Absage","","Streichung"
"Ingenieurwissenschaften (Plural)","","Technikwissenschaften (Plural) technische Wissenschaften (Plural) Ingenieurwesen"
"Scharren","","Schaben Kratzen"
"kuerzen","","einsparen zusammenstreichen"
"Schreihals","","Krakeeler Radaumacher Bruellaffe (ugs.) Laermer"
"Anerbieten (geh.)","","Offerte Angebot Anbot (oesterr.) Vorschlag Gebot Bieten Praesentation (fachspr.)"
"schlucken","","einnehmen hinunterschlucken"
"nachladen","","(Akku etc.) laden wieder aufladen wieder laden"
"Kratzspur","","Riefe Kratzer Katsch (ugs., koelsch) Schramme"
"aus dem Stegreif begleiten","","improvisieren"
"Spule","","Wicklung Wendel"
"wortlos","","still sprachlos stumm schweigsam verschwiegen verstummt still und stumm stumm wie ein Fisch"
"autodidaktisch","","selbst erlernt selbst beigebracht"
"heilig","","ausgesondert geheiligt"
"Habgier","","Habsucht"
"Aufgabe des Wohnsitzes","","Wegzug Wohnsitzaufgabe Fortzug"
"geflissentlich","","gezielt willentlich extra (ugs.) wissentlich vorsaetzlich (juristisch) mit Absicht mutwillig absichtlich bewusst mit Vorsatz (juristisch) in voller Absicht mit voller Absicht"
"gebraeunt","","braungebrannt braun gebrannt braun wie ein Brathaehnchen (ugs.) sonnengebraeunt lecker braun (ugs.) braun von der Sonne braun wie ein Grillhaehnchen (ugs.) knusprig braun (ugs.)"
"Abschiednehmen","","Verabschiedung Abschied Abschiedsakt letzte Worte (auch figurativ)"
"Unterwassersauerstoffapparat","","Sauerstoffflasche"
"Festumzug","","Umzug"
"Ausrufezeichen","","Ausrufzeichen (schweiz.) Ausrufungszeichen Rufzeichen (oesterr.)"
"aestimieren (geh., veraltend)","","schaetzen anerkennen wuerdigen akzeptieren (achtungsvoll) aufblicken zu (fig.) achten wertschaetzen ehren (geh.) respektieren zu schaetzen wissen"
"Insolvenz","","Zahlungseinstellung Bankrottfall Pleite (ugs.) Ruin Konkurs Konkursfall Illiquiditaet (fachspr.) Zahlungsunfaehigkeit Bankrott"
"Vorrecht","","Privileg"
"darlegen","","aufzeigen veranschaulichen vorlegen demonstrieren beweisen aufweisen"
"Gemeinschaft","","Pfarrgemeinde Kirchengemeinde Pfarrei Gemeinde Kirchgemeinde Pfarre"
"Schleppdampfer","","Schleppkahn Schlepper"
"Gastfreundschaft","","Hospitalitaet Gastlichkeit Gastfreundlichkeit"
"Hartnaeckigkeit","","Unerbittlichkeit Verstocktheit"
"anziehend","","magnetisch"
"Widerstandsfaehigkeit","","Langlebigkeit Stabilitaet Festigkeit Haltbarkeit Alterungsbestaendigkeit Konstanz Resistenz Dauerhaftigkeit Robustheit"
"Sonderdividende","","Dividendenzuschlag"
"Abwrackung","","(das) Verschrotten (das) Abwracken Verschrottung"
"Ansteuerung","","Ausloesen"
"Hauptwort","","Namenwort Kopf einer Nominalphrase (fachspr.) Dingwort Nomen (Hauptform) Substantiv"
"nach Maß","","maßgeschneidert maßgearbeitet"
"unergiebig","","unproduktiv fruchtlos ergebnislos kommt nichts (da)bei heraus (ugs.) ohne Ergebnis unverrichteter Dinge ohne Erfolg"
"Zuspruch","","Anerkennung Beachtung Achtung Ehrerbietung Hochachtung Wertschaetzung Bestaetigung Rueckenwind (fig.) Bewunderung Respekt"
"Profileisen","","Formeisen"
"gefaehrden","","aufs Spiel setzen riskieren"
"schriftlich kommunizieren","","korrespondieren"
"Fassung","","Halterung"
"Fluss","","Durchfluss"
"Stufensteuerung","","Schrittsteuerung"
"Markttrend","","Marktentwicklung"
"Monolog","","Ansprache Rede Vortrag"
"Internationale Standardbuchnummer","","International Standard Book Number ISBN ISB-Nummer"
"jemanden zu etwas bringen","","(jemandem) ein Angebot machen, das er nicht ablehnen kann (jemanden) noetigen (zu) (jemanden) zwingen (zu)"
"Tuerfluegel","","Tuerblatt"
"Raufutter","","grobe Nahrung"
"Teilhaber","","Gesellschafter Partner Teilnehmer Beteiligter Sozius (fachspr.)"
"Broeckchen (ugs.)","","Brosamen Brotkrume Krume"
"Ueberleitung","","Uebergang"
"in keiner Richtung","","weit und breit nicht nirgendwo an keinem Ort nirgends"
"Ratlosigkeit","","Verwirrung"
"Uebungsheft","","Schulheft"
"finden","","auftreiben ausfindig machen aufgabeln (ugs.) aufspueren fuendig werden besorgen (sich) an Land ziehen (ugs.) lockermachen aufstoebern ausbaldowern (ugs.) kommen an (ugs.)"
"aussortieren","","wegschmeißen (ugs.) verschrotten entsorgen wegtun (ugs.) ausmustern wegwerfen (Hauptform) fortschmeißen (ugs.) in die Tonne treten (ugs.) in den Muell geben fortwerfen loswerden (ugs.) zum Alteisen werfen ausrangieren in die Tonne kloppen (derb)"
"Angst vor engen Raeumen","","Platzangst (ugs.) Klaustrophobie Raumangst (fachspr.)"
"(jemanden) druecken","","(jemanden) umklammern umschlingen umschließen (jemanden) umarmen in die Arme nehmen umfassen (jemanden) umfangen die Arme schlingen um (jemandem) um den Hals fallen die Arme legen um umklammern in die Arme schließen mit beiden Armen umfangen"
"heckwaerts","","achteraus hinten achtern (fachspr.)"
"(einen) Schwaecheanfall erleiden","","umkippen (ugs.) wegsacken zusammenbrechen (Hauptform) zusammenklappen (einen) Schwaecheanfall haben umfallen (ugs.) (einen) Zusammenbruch erleiden (einen) Kollaps haben (einen) Zusammenbruch haben (einen) Kollaps erleiden aus den Latschen kippen (ugs.) kollabieren"
"einnehmen","","kassieren"
"Schale","","Becken"
"Trab","","Trott"
"außerordentliches Mitglied (einer Gesellschaft)","","assoziiertes Mitglied"
"eidesstattliche Aussage","","Aussage unter Eid"
"(die) Dienstboten","","(die) Diener (das) Personal Dienerschaft Hausangestellte (das) Gesinde"
"urogenital (fachspr.)","","die Harn- und Geschlechtsorgane betreffend"
"Nachsicht","","Geduld Duldsamkeit Verstaendnis Konnivenz (fachspr.) Nachsichtigkeit"
"Relation","","Wechselbeziehung Verhaeltnis Beziehung (Hauptform) Zusammenhang Verknuepfung Bezug Verbindung"
"Mischbrot","","Graubrot"
"abzupfen","","pfluecken abbrocken abpfluecken"
"posterior [beim Menschen] (fachspr.)","","dorsal (fachspr.) rueckenseits am Ruecken gelegen den Ruecken betreffend"
"den Daumen heraushalten","","trampen per Anhalter fahren mitfahren"
"Wundstarrkrampf","","Tetanus"
"munter","","heiter froehlich in Stimmung ausgelassen angeregt"
"Vita","","Berufslaufbahn berufliche Entwicklung Karriere CV (Abkuerzung) berufliche Laufbahn beruflicher Werdegang Laufbahn Erwerbsbiographie (fachspr., Amtsdeutsch) Berufsweg Curriculum Vitae (lat.) Lebenslauf C.V. (Abkuerzung) Werdegang Vitae cursus"
"Unbekanntes Flugobjekt","","Ufo"
"UNCDF","","Kapitalentwicklungsfonds der Vereinten Nationen"
"gefaellig","","nett freundlich charmant"
"entzuendliche Knotenbildung","","Tophus (fachspr.)"
"Hinweiszeichen","","Markierung"
"Zufuhr","","Einfuhr"
"Auto (Hauptform)","","Personenkraftwagen fahrbarer Untersatz (ugs.) Personenwagen Motorwagen (schweiz.) Automobil Wagen Blechbuechse (ugs.) PKW Pkw"
"Arbeiter- und Bauern-Staat","","Der Dumme Rest (derb, ironisch) DDR (Abkuerzung, Hauptform) Sowjetzone SBZ (Abkuerzung, abwertend) Zone (derb) Mitteldeutschland Ostzone (derb) Sowjetische Besatzungszone (abwertend) Ostdeutschland (ugs.) Deutsche Demokratische Republik"
"Nahrung","","Futter Kost"
"schmerzhafter Harndrang","","Dysurie (fachspr.)"
"Heimstaette","","Gehoeft"
"zuschreiben","","(jemandem etwas) zusprechen attribuieren unterstellen beigeben praedizieren (jemandem etwas) attestieren beimessen zuerkennen"
"uneben","","ungerade"
"zylindrisch","","Zylinder..."
"Lichenifikation (fachspr.)","","lederartiges Aussehen der Haut"
"Aufwertung","","Valorisierung Wertsteigerung"
"Auftrieb","","Auftriebskraft"
"Abendschule","","Kolleg VHS Volkshochschule"
"das Bezahlen vergessen (ironisch)","","(etwas) organisieren (ugs.) stibitzen (ugs.) (sich) an fremden Sachen vergreifen polnisch einkaufen (derb) (sich) bedienen (ugs., ironisch, verhuellend) mopsen (ugs.) mitgehen lassen (ugs.) ergaunern entwenden boehmisch einkaufen (derb, oesterr.) lange Finger machen (ugs.) (jemanden) bestehlen (jemanden) beklauen (ugs.) vergessen zu bezahlen (ugs., ironisch, variabel) stehlen (Hauptform) mausen (ugs.) (sich) widerrechtlich aneignen (sich) einfach (weg)nehmen (ohne zu bezahlen) (ugs.) (einfach) mitnehmen (ugs.) klauen (ugs.)"
"Kaeuzchen","","Kauz"
"Pferch","","eingezaeuntes Areal Huerde (fachspr.) Koppel Korral Gehege"
"Verbesserung","","Fehlerbeseitigung Fehlerbehebung Reparatur Problemloesung Nachbesserung Berichtigung Mangelbeseitigung Instandsetzung Korrektur"
"Denkmalpflege","","Denkmalspflege"
"Bediensteter","","Beschaeftigter Angestellter Mitarbeiter Arbeitskraft Arbeitnehmer"
"abgeschnittenes Ende","","Reststueck Stueckchen Rest uebriggebliebenes Ende Stummel"
"nuten","","falzen"
"Decodierer","","Entschluesseler Decoder"
"wissensdurstig","","wissbegierig interessiert neugierig voller Entdeckerfreude"
"Einkauf","","Gekauftes"
"wohl","","anzunehmen sein vielleicht wahrscheinlich mutmaßlich als wahrscheinlich gelten(d) wie man sagt vermutlich (Hauptform) angenommen werden (es) praesumtiv (geh., bildungssprachlich) es heißt (dass) (geh.) zu vermuten stehen (es) (geh.)"
"Gewalttaetigkeit","","Brutalitaet"
"zermatschen (ugs.)","","entfleischen zermalmen zerdruecken einstampfen"
"(sich) große Muehe geben","","(sich) voll reinhaengen (sich) auf die Hinterbeine stellen (ugs., fig.) powern (ugs.) ranklotzen (ugs.) mit ganzem Herzen dabei sein (sich) ins Geschirr legen (fig., veraltend) Einsatz zeigen (sich) den Arsch aufreißen (derb) (sich) Arme und Beine ausreißen (ugs., fig.) (sich) (richtig) reinhaengen (sich) (richtig) Muehe geben alle Kraefte aufbieten Engagement erkennen lassen reinklotzen (ugs.) alle Kraft aufbieten (sich) reinknien (ugs.) (sich) dahinterklemmen (ugs.) sein Bestes geben tun, was man kann (ugs.) alles daransetzen (sich) in die Sielen legen (ugs.) alle Register ziehen Engagement zeigen (sich) alle Muehe geben (sich) ins Zeug legen (ugs.) (sich) anstrengen (Hauptform) (seine / ihre) ganze Energie einsetzen (sich) (echt) bemuehen (um) vollen Einsatz zeigen Gas geben (ugs.)"
"bar zahlen","","bar bezahlen (das) Geld auf den Tisch (des Hauses) legen"
"ueberschlaegig (kaufm.)","","um die (ugs.) so (in) etwa (ugs.) annaeherungsweise um den Dreh (rum) (ugs.) gegen rund grob (geschaetzt) geschaetzt so um die (ugs.) schaetzungsweise Stuecker (+ Zahl) annaehernd naeherungsweise (geh.) vielleicht so gegen (ugs.) ungefaehr (Hauptform) so circa (ugs.) in etwa um gefuehlt (relativ neu) (ugs.) approximativ (fachspr., mathematisch) plus/minus (Betrag) (ugs.) (so) in dem Dreh (ugs.) ca. (Abkuerzung) etwa mehr oder weniger (ugs.) ueber den Daumen (gepeilt) (ugs.) zirka circa (Abkuerzung) grob gesagt Pi mal Daumen (ugs.) wohl (geh.) (Betrag) plus/minus (Abweichungsbetrag/Toleranz)"
"zylindrisch","","walzenfoermig"
"unmoeglich (ugs.)","","das ist (ja wohl) die Hoehe! (ugs.) empoerend (Hauptform) hagebuechen skandaloes (eine) Zumutung! (ugs.) (das ist) der Gipfel der Unverschaemtheit (ugs.) (das) schlaegt dem Fass den Boden aus! (ugs.) unerhoert (eine) Frechheit dreist (eine) Unverschaemtheit (da) hoert sich doch alles auf! (ugs.) heftig! (ugs.) unverschaemt (da) bleibt einem die Spucke weg (ugs., fig.) (dazu) faellt einem nichts mehr ein (ugs.) kaum zu fassen (ugs.) unsaeglich man fasst es nicht! (ugs.) jeder Beschreibung spotten (das) setzt dem ganzen die Krone auf! (ugs.) das Letzte (ugs.) (ein) dicker Hund (ugs., fig.) (etwas) geht auf keine Kuhhaut (ugs.) (das) schlaegt dem Fass die Krone ins Gesicht (ugs., salopp, scherzhaft-ironisch) unfassbar nicht zu fassen (ugs.) skandaltraechtig bodenlos (ugs.) das Allerletzte (ugs.) (ein) starkes Stueck ja gibt's denn sowas!? (ugs.) unglaublich hanebuechen also so etwas! (ugs.) ungeheuerlich haarstraeubend himmelschreiend"
"ableiten","","deduzieren schließen (aus) kombinieren schlussfolgern folgern konkludieren herleiten"
"unklar","","truebe trueb"
"Evakuierter","","Umsiedler Vertriebener"
"Flechtwerkgestalter","","Korbflechter Korbmacher"
"ebenda","","ebd. (Abkuerzung) daselbst"
"Balancier","","Ausgleichsgewicht"
"Diktum (geh.)","","Aphorismus Sinnspruch Priamel (fachspr.) Paroemie (fachspr.) Gedankensplitter Gnome (fachspr.) Sentenz (geh.) Denkspruch Bonmot (geh.) Apophthegma (fachspr.) Sinngedicht altgriech. Sprichwort"
"Strafgesetzbuch","","StGB"
"Versicherung","","Befuerwortung Zusicherung Bestaetigung Zusage Zuspruch Quittung Rueckmeldung Quittierung Bekraeftigung Nachweis"
"Agrarwissenschaftler","","Agrarier Agronom"
"Entflockungsmittel","","Verfluessigungsmittel"
"aufwaermen","","waermen erwaermen"
"Vorwort (oesterr.)","","Lagewort Verhaeltniswort Praeposition (fachspr., Hauptform)"
"unhaltbar","","nicht richtig unkorrekt nicht zutreffen unsachgemaeß falsch (sein) nicht haltbar irrig (geh.) verkehrt (ugs.) unzutreffend nicht den Tatsachen entsprechen(d) inkorrekt unrichtig fehlerhaft nicht korrekt nicht zutreffend"
"Handgemenge","","Handgreiflichkeiten handfeste Auseinandersetzung(en) Haendel Rangelei Gerangel Balgerei Streiterei"
"Wortschwall","","Erguss Suada Tirade Redeschwall Wortfuelle Sermon Redefluss wortreiche Rede Suade"
"(jemandem) sympathisch sein","","auf Zustimmung treffen Zuspruch finden auf Gegenliebe stoßen (es gibt) (viel) Beifall fuer (jemandem) konvenieren (geh.) (jemandem) passen nach jemandes Geschmack sein freundlich aufgenommen werden Zuspruch erfahren Gefallen finden (an) positiv aufgenommen werden auf fruchtbaren Boden fallen (Vorschlag, Idee) (fig.) zusagen (jemandem) behagen gut ankommen (bei) (ugs.) begrueßt werden Anklang finden (bei) akzeptiert werden (gut) angenommen werden (jemandem) gefallen (jemandem) angenehm (sein) auf Sympathie stoßen"
"Glandula parathyreoidea (fachspr.)","","Parathyreoidea (fachspr.) Epithelkoerperchen Parathyroidea (fachspr.) Nebenschilddruese Glandula parathyroidea (fachspr.)"
"optimieren","","bessern zum Positiven veraendern verbessern besser machen"
"Thanatologie","","Sterbensforschung Sterbekunde"
"bundesweit","","landauf, landab (ugs.) landesweit national ueberall im Land (ugs.)"
"Kneipenwirt","","Barbesitzer"
"Umschlagtext","","Waschzettel (ugs.) Klappentext"
"neiderfuellt","","schiefmaeulig (ugs.) abguenstig (veraltet) scheelsuechtig (veraltet) neidhaft (schweiz.) neidvoll neidisch livid (lat., veraltet) neidig (landschaftlich) livide (lat., veraltet) missguenstig scheel (ugs.) mit Neid"
"Lasche","","Etikett Oese Schlaufe Streifen"
"Unabdingbarkeit","","Mussbestimmung"
"umseitig","","umstehend"
"Maschine","","Aggregat Triebwerk Antrieb Motor Murl (ugs., oesterr.)"
"komisch","","skurril paradox seltsam absonderlich befremdend ungewoehnlich kurios verquer befremdlich sonderbar"
"Winzigkeit","","(ein) Stich (in) Anflug Schleier (ein) Etwas (von) Quaentchen Prise Hauch (von) Touch (engl.) Spur Tick (von) (ugs.) (eine) Andeutung (von)"
"Staerkemehl","","Staerke"
"Umorientierung","","Neuausrichtung Neuorientierung Erneuerung Reformation Verbesserung geistige Umgestaltung frischer Wind (fig.)"
"(auf etwas) herum reiten","","immer wieder von etwas reden"
"dicht","","fest konsistent"
"Gesenk","","Gussform"
"Familienstammbaum","","Familienchronik Ahnentafel Abstammungstafel Blutlinie Stammbaum"
"Kohlengrube","","Kohlenbergwerk"
"Kanuslalom","","Wildwasserslalom"
"jaulen","","fiepen wimmern winseln"
"Ausgangszustand","","Normalstellung Ausgangsstellung Ausgangslage"
"Versperren","","Blockieren Sperren"
"Hacke","","Gartenhacke"
"Debakel","","Fiasko Niederlage Verlust Pleite"
"herausgegeben","","hrsg. (Abkuerzung)"
"(die) Gesetze","","(das) Recht"
"(jemanden) befallen","","mitmachen (ugs.) hereinbrechen (ueber) (jemandem) geschehen erleben durchleiden durchmachen (ugs.) durchstehen erleiden durchleben (jemanden) ereilen"
"die Erlaubnis haben","","duerfen"
"aufscheuchen","","alarmieren emporreißen aufwecken wachruetteln elektrisieren (ugs.) aufschrecken wecken aufruetteln erschuettern"
"knirschend kauen","","zermalmen knirschen bruxen (fachspr.)"
"mithalten (mit)","","Schritt halten (mit) nachkommen"
"Droge","","Suchtmittel Stoff (ugs.) Dope Rauschmittel Betaeubungsmittel Rauschgift Suchtgift Suchtstoff"
"Strebe","","Stuetze Pfeiler Versteifung"
"Gratulation","","Glueckwunsch"
"Vernetzung","","Verkettung Zusammenhang Verpflichtung Verbindung"
"Sankt Peter","","Simon Petrus der Heilige Petrus"
"Intelligenzquotient","","IQ"
"Klettern","","Bergsteigerei Bergsteigen"
"Emission","","Ausstrahlung Abstrahlung Aussendung"
"Treffen","","Miteinander Beisammensein Wiedersehen geselliges Zusammenkommen Treff Versammlung Zusammentreffen Zusammenkunft Begegnung Zusammensein"
"pulverisieren","","zerreiben"
"ausgefuehrt","","vollzogen umgesetzt"
"punktueller Streik","","Schwerpunktstreik"
"Nachbilder","","nachfolgende Abbildungen"
"Befreiung von Giftstoffen","","Entgiftung Detoxikation Detoxifikation Entseuchung"
"Weisheit","","Klugheit Schlauheit Bildung Gelehrtheit Gelahrtheit (veraltet)"
"Haushaltsplan","","Finanzplan Haushalt Etat Budget Topf (ugs.)"
"Toffee","","Sahnebonbon"
"korrosiv","","zerfressend"
"Violine spielen","","geigen Geige spielen fiedeln"
"Stuetzband","","Tragband Gurt"
"Prognose","","Vorausschau Ausblick Weitblick"
"Abfallberg","","Muellberg (ugs.) Abfallhaufen"
"sinnliche Wahrnehmung","","Perzeption Empfindung"
"unsymmetrisch","","ungleichmaeßig ungleichfoermig asymmetrisch"
"Seminararbeit","","Studienarbeit Hausarbeit Semesterarbeit"
"s. o.","","siehe oben"
"ueberdreht","","ueberempfindlich gespannt angespannt ueberreizt"
"Sensationsdarsteller","","Stunt-Double (engl.) Kaskadeur (veraltend) Stuntman (engl.)"
"Neue Welt (ugs.)","","USA (Abkuerzung, engl., Hauptform) Vereinigte Staaten Vereinigte Staaten von Amerika (offiziell) Amerika (ugs.) Amiland (derb) (die) Staaten (ugs.) Land der unbegrenzten Moeglichkeiten (ugs., euphemistisch) VSA (Abkuerzung) Land der unbegrenzten Dummheit (ugs., abwertend)"
"aufdringlich bunt (abwertend)","","schreiend bunt (ugs., abwertend) bonbonfarben grellbunt knallig farbenfroh sehr bunt so bunt, dass es in die Augen sticht farbenpraechtig kreischend bunt (ugs., abwertend) verrueckt bunt (ugs., regional) auffaellig bunt knallebunt (ugs.) quietschbunt (ugs.) knallbunt (ugs.) farbstark froehlich bunt"
"Hochleistungsrechner","","Supercomputer Number Cruncher (fachspr., engl.)"
"herumkaspern","","herumbloedeln juxen spaßen albern ulken witzeln rumspacken (ugs.) Jux machen Witze machen scherzen bloedeln (sich) in Bloedeleien ergehen Unsinn treiben rumalbern (ugs.) rumbloedeln (ugs.) auf Gaga machen (ugs.) Faxen machen (ugs.) flachsen Unsinn machen herumalbern herumkalbern (regional)"
"nachmachen","","(sich etwas) abschauen imitieren nachbilden abkupfern (ugs.) nachahmen nachaeffen (ugs.)"
"Limitation","","Begrenztheit"
"feinschmeckerisch","","gastronomisch"
"infrarot","","IR"
"chaotisch","","ungeregelt unordentlich"
"Reflexion","","Betrachtung Ueberlegung"
"Faktur (veraltet)","","Faktura (schweiz., veraltet, oesterr.) Prozentrechnung Zinsrechnung Berechnung Abrechnung Rechnung Liquidation"
"Spitzenwert","","(das) Ende der Fahnenstange (ugs., fig.) Maximum Hoechstwert Spitze Hochpunkt Extremum Maximalwert"
"Beifallsorkan","","stehende Ovationen (es gibt ...) tosender Beifall Beifallsbezeigung Handgeklapper Beifall Beifallsbekundung (geh.) Akklamation Standing Ovations Klatschen Ovation Applaus Beifallsbezeugung (geh.) Beifallssturm Beifallsaeußerung Beifallsrauschen Jubel"
"Sedimentation","","Ablagerung Sedimentbildung Sedimentierung"
"Emissionsbank","","Waehrungsbank"
"derweise","","so ein derartig dahingehend son (ugs.) solchergestalt solch in der Weise"
"Nachahmer","","Trittbrettfahrer (fig.) Nachaeffer (ugs.)"
"Liga","","Bund Buendnis"
"Amblyopie (fachspr.)","","Schwachsichtigkeit"
"Durchlasszustand","","Ein-Zustand"
"und Co.","","und so weiter (Hauptform) et cetera perge perge (lat.) und und und (ugs.) et cetera u. v. a. m. (Abkuerzung) o. Ae. (Abkuerzung) & Co. oder Aehnliches usw. usf. (Abkuerzung) und viele(s) andere mehr usw. (Abkuerzung) etc. (Abkuerzung) etc. pp. (Abkuerzung) und Aehnliches mehr und so weiter und so fort und haste nich gesehn (ugs.) und wie sie alle heißen (ugs.) usf. (Abkuerzung) und Konsorten"
"Huppert-Krankheit","","Myelomatose (fachspr.) Kahler-Krankheit multiples Myelom (fachspr.) Plasmozytom"
"eitel Sonnenschein (ugs.)","","Uebereinstimmung Friede-Freude-Eierkuchen (ugs.) Harmonie Einigkeit Einssein Einheit Eintracht"
"Spielgefaehrte","","Spielkamerad Gespiele (geh., veraltet)"
"Eiweiß verdauend","","proteolytisch (fachspr.)"
"an der Spitze","","vorn am vorderen Ende am Vorderende vorne"
"abwerfen","","ueber Bord werfen"
"Glanz","","Prunk Herrlichkeit Protz Pracht Pomp"
"Abkoemmling","","Derivat"
"sodann","","im Folgenden (= spaeter) daraufhin nach (...) folgend nachfolgend dann (Hauptform) danach nachtraeglich zu einem spaeteren Zeitpunkt worauf hiernach alsdann im Anschluss (an) als Naechstes anschließend in der Folge darauffolgend hierauf darauf spaeter spaeterhin hinterher darnach (veraltet) hernach darauf folgend nachher woraufhin"
"aendern","","abaendern bessern berichtigen"
"Entfernung","","Distanz Abstand"
"Fascia (fachspr.)","","Faszie (fachspr.) sehnenartige Muskelhaut (ugs.)"
"Ausfuhrartikel","","Exportartikel"
"oeffentliche Hand","","Staatshaushalt Staatsfinanzen Kasse Fiskus Staatskasse Staatsetat Staatssaeckel (ugs.)"
"Lipid","","fettaehnlicher Stoff"
"Computer-Visualisierungsverfahren durch Strahlenverfolgung","","Raytracing"
"Ausbeute","","Aushub"
"Pyrenaeenhalbinsel","","suedlich der Pyrenaeen iberische Halbinsel"
"Weißbuch","","oeffentliche Diskussionsschrift"
"Ehrfurcht","","Achtung Respekt"
"Untergrundbahn","","Metro U-Bahn"
"Teilnahme","","Teilhabe Beteiligung Einbindung Mitwirkung Einschluss Verwicklung Beteiligtsein Anteilnahme Verstrickung Partizipation"
"Schroffheit","","Schaerfe"
"verfliegen (ugs.)","","faellt aus wegen Nebel (ugs.) auf sich warten lassen unterbleiben nicht stattfinden ausbleiben wegfallen ausfallen entfallen verschwinden"
"Teilentfernung eines Organs","","Resektion (fachspr.)"
"Leiden","","Sorge Kummer Leid Verzweiflung"
"Auswuchs","","Buckel Hoecker"
"Leerfeld","","Zwischenraum"
"zahlungsfaehig","","liquid fluessig (ugs.) zahlungskraeftig gut bei Kasse schuldenfrei liquide solvent"
"retten","","erloesen"
"Trader","","Boersenspekulant"
"Spleen","","Eigenheit Schrulle Tick Eigenart Fimmel (ugs.) Tic (geh.) Macke (ugs.) Kaprice Caprice Kaprize (oesterr.) Grille (veraltend) Marotte Allueren (geh.) Angewohnheit"
"spiralenfoermig","","schneckenfoermig"
"Wechselstrommaschine","","Wechselstromgenerator"
